label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
A,0.8417949676513672,0.8220624327659607,0.7960456609725952,0.8093311786651611,0.7645525932312012,0.7517699003219604,0.7711749076843262,0.7052257657051086,0.8008887767791748,0.6857740879058838,0.7802327871322632,0.6653618216514587,0.7798120975494385,0.5855984091758728,0.781558632850647,0.5312451124191284,0.7827247977256775,0.49011796712875366,0.8215340375900269,0.6670818328857422,0.8242063522338867,0.637961745262146,0.8204113841056824,0.6904852986335754,0.8154860734939575,0.7314482927322388,0.8612896800041199,0.6827811002731323,0.8640778660774231,0.6712813377380371,0.8541287183761597,0.7237216830253601,0.8449529409408569,0.7598435282707214,0.8980466723442078,0.7072553038597107,0.9011930227279663,0.697774350643158,0.8862335085868835,0.7382587790489197,0.8753317594528198,0.7664068937301636
A,0.82915860414505,0.8048863410949707,0.7839353084564209,0.7854457497596741,0.7471500635147095,0.7264907360076904,0.7673133015632629,0.6750481128692627,0.8056517839431763,0.6512244939804077,0.7690215110778809,0.6211625337600708,0.7660245299339294,0.5364556908607483,0.7690479159355164,0.4793333411216736,0.7689219117164612,0.4313838481903076,0.8131707906723022,0.623993456363678,0.810041069984436,0.5973960757255554,0.8041674494743347,0.6583039164543152,0.7995336651802063,0.698259711265564,0.8532412052154541,0.6408718228340149,0.8512004017829895,0.6347113847732544,0.8389480710029602,0.6940351724624634,0.8308354020118713,0.7236670255661011,0.8904804587364197,0.6695518493652344,0.8886783719062805,0.6573767066001892,0.8723734021186829,0.7041400671005249,0.8604505062103271,0.7291876077651978
A,0.8187835812568665,0.7906445264816284,0.7766660451889038,0.7695640921592712,0.7400418519973755,0.7121886610984802,0.7531437873840332,0.6641713380813599,0.7874496579170227,0.6404395699501038,0.7608077526092529,0.592727780342102,0.7558372616767883,0.4975179433822632,0.7586278915405273,0.4364475607872009,0.761955976486206,0.3817516267299652,0.8053117990493774,0.5926675200462341,0.7978376150131226,0.5921417474746704,0.792328417301178,0.6509905457496643,0.7919330596923828,0.674736499786377,0.8456555604934692,0.6103270053863525,0.8357967734336853,0.6248523592948914,0.8232107758522034,0.6783759593963623,0.8193511962890625,0.6924635171890259,0.8838036060333252,0.6381711363792419,0.8731525540351868,0.6459481716156006,0.8559552431106567,0.6911938190460205,0.848254919052124,0.7064201831817627
A,0.8085476160049438,0.793348491191864,0.7593483328819275,0.7639214992523193,0.7260557413101196,0.7008151412010193,0.743747353553772,0.6457035541534424,0.7783233523368835,0.6217144727706909,0.7472114562988281,0.5823695063591003,0.7430029511451721,0.4865040183067322,0.7452964186668396,0.4285270869731903,0.7483481764793396,0.37796324491500854,0.7906120419502258,0.5861435532569885,0.7818261384963989,0.567193865776062,0.7767854928970337,0.626024603843689,0.7760375738143921,0.6662919521331787,0.8310733437538147,0.603847324848175,0.8196638226509094,0.6062443256378174,0.8083089590072632,0.6648978590965271,0.8039291501045227,0.6986438632011414,0.8697867393493652,0.6325387954711914,0.8590439558029175,0.6233541965484619,0.8415021300315857,0.6679292917251587,0.8325109481811523,0.6969699263572693
A,0.7993555665016174,0.7923771142959595,0.7493512034416199,0.7638380527496338,0.7119479775428772,0.6971483826637268,0.7321856021881104,0.6394351720809937,0.7716344594955444,0.6155426502227783,0.7333952188491821,0.5771636962890625,0.7268208265304565,0.480675607919693,0.7299746870994568,0.42251235246658325,0.7333175539970398,0.372979074716568,0.7774654626846313,0.5787505507469177,0.766746461391449,0.5578057169914246,0.7604604959487915,0.6115111112594604,0.756137490272522,0.6501063704490662,0.8187065720558167,0.5955466032028198,0.8046689033508301,0.6043936610221863,0.7932220101356506,0.6644629240036011,0.7860363721847534,0.7002747654914856,0.857086718082428,0.6251016855239868,0.8423001766204834,0.6261287927627563,0.8251869678497314,0.6731162071228027,0.8148568868637085,0.7039616703987122
A,0.7852874994277954,0.7951202988624573,0.736779510974884,0.7656307816505432,0.6976963877677917,0.701534628868103,0.7149761319160461,0.6440144181251526,0.7548545598983765,0.6170033812522888,0.7217487692832947,0.5802635550498962,0.715238094329834,0.4809001088142395,0.7167789936065674,0.42365577816963196,0.7193658351898193,0.37223076820373535,0.7658396363258362,0.5865941643714905,0.7538952231407166,0.5579312443733215,0.7462801337242126,0.6181355714797974,0.7448393106460571,0.6535319089889526,0.8064917325973511,0.6060410737991333,0.7947197556495667,0.5957533121109009,0.7812469005584717,0.658250629901886,0.7760745286941528,0.690231442451477,0.8446736335754395,0.6364406943321228,0.8336725234985352,0.6177000403404236,0.8157554268836975,0.6641045808792114,0.8067120313644409,0.693351149559021
A,0.772165834903717,0.7934746146202087,0.7221983075141907,0.7584992051124573,0.6868974566459656,0.6958701014518738,0.7032418251037598,0.6395901441574097,0.7410982847213745,0.6115332245826721,0.7117528915405273,0.5766903162002563,0.7040385007858276,0.47852709889411926,0.7060317397117615,0.4196399450302124,0.7083253860473633,0.3692049980163574,0.755162239074707,0.5797820687294006,0.7436745166778564,0.5636113882064819,0.7378700971603394,0.620657742023468,0.7346681356430054,0.6606473326683044,0.7954128384590149,0.5975093841552734,0.7801783084869385,0.6028833985328674,0.7685534358024597,0.6647012829780579,0.7620857357978821,0.7029528617858887,0.8334894776344299,0.6263167858123779,0.8180851340293884,0.6210639476776123,0.8019582033157349,0.6674008965492249,0.7932747602462769,0.6992479562759399
A,0.766846776008606,0.7931403517723083,0.7177538275718689,0.7593158483505249,0.6802224516868591,0.6948249340057373,0.694983959197998,0.6325041651725769,0.7358592748641968,0.6033815741539001,0.7042042016983032,0.577455997467041,0.6961981654167175,0.47762203216552734,0.6985111236572266,0.41775310039520264,0.7007859945297241,0.36615094542503357,0.7472082376480103,0.5797759294509888,0.7367039322853088,0.5523397922515869,0.7319146990776062,0.6145492196083069,0.7288704514503479,0.6633619666099548,0.7871344089508057,0.595152735710144,0.7722448110580444,0.5902233719825745,0.7606586217880249,0.6562150120735168,0.7541559338569641,0.7019951939582825,0.8248149156570435,0.6214473843574524,0.8091227412223816,0.6081341505050659,0.7939702868461609,0.6555610299110413,0.7866154909133911,0.6916766166687012
A,0.7620688080787659,0.7915748953819275,0.7138365507125854,0.7598655223846436,0.675477147102356,0.6975845694541931,0.6857354640960693,0.6368605494499207,0.7217289805412292,0.6038023233413696,0.698606550693512,0.5775222182273865,0.6899797916412354,0.4788109064102173,0.6921283602714539,0.4199647903442383,0.6951620578765869,0.36787331104278564,0.7410842180252075,0.578921377658844,0.729474663734436,0.5476520657539368,0.7251201272010803,0.60784512758255,0.7230231761932373,0.6523282527923584,0.780964732170105,0.5928701162338257,0.7650384306907654,0.588820219039917,0.7542874217033386,0.6576076149940491,0.7489089965820312,0.7019476294517517,0.8191452622413635,0.6172922253608704,0.801572322845459,0.6093005537986755,0.7868368029594421,0.6592389941215515,0.7808322906494141,0.6936520338058472
A,0.7608411312103271,0.7865650057792664,0.7128260731697083,0.7578129172325134,0.6740236282348633,0.6981244683265686,0.6845715641975403,0.6360357403755188,0.7200324535369873,0.6003448367118835,0.6951291561126709,0.5771610736846924,0.6871835589408875,0.4779599905014038,0.6894909143447876,0.41749757528305054,0.6921476125717163,0.3642996847629547,0.7378247976303101,0.5789158344268799,0.7268962264060974,0.5423612594604492,0.7204168438911438,0.5893663763999939,0.7153989672660828,0.6261208057403564,0.777752697467804,0.5930715203285217,0.7635795474052429,0.5870859622955322,0.7508822083473206,0.6555091738700867,0.7434057593345642,0.7022154927253723,0.815759539604187,0.6179097890853882,0.8007747530937195,0.6082239747047424,0.7847812175750732,0.6586698889732361,0.7766732573509216,0.6954020261764526
A,0.758953332901001,0.790887713432312,0.7111385464668274,0.7602752447128296,0.6721379160881042,0.6968267560005188,0.6834332942962646,0.6337866187095642,0.7197784185409546,0.6005017161369324,0.6960474848747253,0.5763389468193054,0.6872755289077759,0.4780125319957733,0.6892919540405273,0.41779348254203796,0.691476047039032,0.36536353826522827,0.7386413812637329,0.5796619057655334,0.7260101437568665,0.5471146106719971,0.7191700339317322,0.6004643440246582,0.7148290872573853,0.6393848061561584,0.7786949872970581,0.5949569940567017,0.7628713846206665,0.5861300826072693,0.7484322786331177,0.654022753238678,0.7400528788566589,0.6999384164810181,0.8166592121124268,0.6208140850067139,0.8010271191596985,0.614472508430481,0.7834277153015137,0.660882830619812,0.7738251686096191,0.6930208206176758
